url,Prompt
https://image.lexica.art/sm2/33c2e963-cd7e-4a15-a673-5091cc3c71d2,"an astronaut resting on mars in a beach chair, vibrant lighting, elegant, highly detailed, smooth, sharp focus, illustration, beautiful, geometric, trending on artstation, full body, cinematic, artwork by borovikovsky"
https://image.lexica.art/sm2/795c2bf0-1880-4470-aeb3-f8f347647b60,Cyberpunk mosque in a dystopian future
https://image.lexica.art/sm2/b5bc6b7a-70cc-4dfa-bd1b-ce79b2c3961e,"from behind, doe eyes, Vintage 90's anime style. anime girl posing in convenience store., sci-fi. Colors, surreal."
https://image.lexica.art/sm2/294ce9f3-a6c2-4c0d-848b-55c9a1a16f66,"Vintage 90's anime style. cluttered starship interior; crew inside a starship; by Hajime Sorayama, Greg Tocchini, Virgil Finlay, sci-fi, colors, neon lights."
https://image.lexica.art/sm2/cfd33cc3-778f-4c11-9546-a36bbdf71a6c,"guinea pig with crown and golden sword, bloody eyes, by greg rutkowski, very detailed, sharp focus, magic the gathering, 8 k, intricate, dramatic"
https://image.lexica.art/sm2/ee0e0b59-4580-443f-b9ad-789c31946f9f,"op art, hyper-black female model in the streets of new-york, collage, goldblocks, brutalism"
https://image.lexica.art/sm2/4f09ce8e-6d56-486e-9cd5-c81c7dd9a104,"maximalist chaotic San Francisco, birds eye view, illustrated by Hergé, style of tin tin comics, pen and ink"
https://image.lexica.art/sm2/10cf6dd0-38ec-484b-a312-dae87847da45,daft punk in the style of a woodblock print --seed 140612
https://image.lexica.art/sm2/cde496e2-2fd9-4a13-850c-da24934eda5e,"Ultra hd! Realistic! helmut lang, fashion magazine photoshoot, futuristic fashion, beautiful face, female posing, chrome outfit, surreal landscape, photo in 90's fashion style, medium format, fuji superia 400, iso 400, surrealistic, 8k"
https://image.lexica.art/sm2/e7b797fd-2a0c-4a1e-a1f0-6c9226478bba,"((used)) ((slim ))yellow Armoured  cyberpunk((ultra minimal)) (X-treme G Nintendo 64) (((ultra futuristic minimal design))) f1 motorbike Designed by  mark ryden+ jordan grimmer , in style of brutalist+cyberpunk , 8k resolution,hyper realistic, detailed render,  extremely complex and advanced chassis, natural dirt and debris detail, scuffs a group of creepy evil abstract non-human horror creatures with no face wearing black suits posing for a group photo, concept art, cyberpunk HQ Art by royocano"
https://image.lexica.art/sm2/7134b675-d1af-498b-8622-dc9247f58c2a,"Vintage 90's anime style. cluttered starship interior; fashionable officer giving the ship its annual inspection; by Kaethe Butcher, Hajime Sorayama, Greg Tocchini, Virgil Finlay, sci-fi, colors, neon lights"
https://image.lexica.art/sm2/b17e37a5-83c7-4219-a0d1-f2fd8394de34,"A steampunk fox fursona with boots sitting on a vespa moped with sunglasses vector, graphic novel, grunge, geometric horror tshirt design on white background"
https://image.lexica.art/sm2/22eb4998-6aed-489d-a6a6-282f4a0ab233,"lovecraftian demon on cyberpunk city, Color Grading, 5D, Super-Resolution, OLED, Cinematic Lighting, realistic detailed, Nikon 70-200mm f/2.8G"
https://image.lexica.art/sm2/dfe7df60-1b49-4a83-9ebc-9ec0554c335e,"optimex 3560, concept art, digital painting, suprematism, pop art, hyper detailed, ko young hoon, kilian eng, , airbrush, isometric 3d, beautiful watercolor painting,  realistic,  detailed,  painting by olga shvartsur,  svetlana novikova,  fine art,  soft watercolor, beautiful,  colorful,  cosmic,  futuristic,  detailed,  golden hour,  iridescent,  vibrant,  mark brooks,  frank frazetta,  david mann,  kilian eng,  jeff koons,  digital painting,  hyperrealism,  surrealism,  octane render,  trending on artstation, hyperdetailed, crepuscule,"
https://image.lexica.art/sm2/82ab2035-4209-46a8-a36d-d1e226b97091,"a group of creepy evil abstract non-human horror creatures with no face wearing black suits posing for a group photo, concept art, cyberpunk HQ"
https://image.lexica.art/sm2/7f26bf64-1054-49b5-a7ed-d16171c2a6cd,Ronin iguana entering a cyberpunk saloon
https://image.lexica.art/sm2/18e85f52-2b09-4f93-a893-65d2d6543277,"cottagecore, lots of furniture, wall art, plants, flowers, cozy, chaotic, messy, disheveled.  apartment interior design, marble floor, High ceilings,art deco, photorealistic, cinematic lighting,"
https://image.lexica.art/sm2/3a43d989-d0ec-477f-abaa-3f649df29134,"(Game Map modern city)++, city, buildings+, skyscrapers+, roads,game asset, game, isometric++, geometric, symmetrical-, centralised, (low poly)+, high details, highres, masterpiece"
https://image.lexica.art/sm2/5ecda7cb-8b8e-49dd-a50a-c5922fce8cb3,"a family of ten persons having dinner around the table at new years eve, pixar style"
https://image.lexica.art/sm2/9a76bae3-0122-42dc-9a6b-f73a124bc98c,"Ultra hd! editorial, ivory and chrome blue  iso 400, surrealistic, 8k ,on display bmw m1 cabriolet , in museum ,simon stalenhag"
https://image.lexica.art/sm2/79e41356-f118-4af1-834c-9b379cc83a9e,peacock full color painting
https://image.lexica.art/sm2/1a933483-0b74-4d79-b5d2-adde7d1ef5e5,cute 3d render of toy art robocop
https://image.lexica.art/sm2/c76f1def-24ea-460b-8cf1-d7890bd11156,"isometric house, RPG style, cartoony, DnD, fantasy, mobile game"
https://image.lexica.art/sm2/04358ed6-2a85-4857-9494-8a8eb41103a9,"op art, hyper-blond hair and bleu eyes girl in sexy posture, female model in the streets of Paris , collage, goldblocks, brutalism, Arabic calligraphy graffiti black and white portrait by Christian Hilfgott Brand, behance contest winner, pop surrealism, behance hd, dc comics, reimagined by industrial light and magic gold and silver colours"
https://image.lexica.art/sm2/bbc3b473-352f-466d-b9c2-b545508d8970,"protrait, riku from kingdom hearts, sakimichan, grey hair, bangs, ponytail, bright blue-green eyes, smiling, hand on chin, facing left, blue naval uniform, shoulder armor, wearing compass pendant, starry sky"
https://image.lexica.art/sm2/9a9397da-4448-4a10-be71-691f3205c483,"isometric ribosome, 3d art, high detail, artstation, concept art, behance, ray tracing, smooth, sharp focus, ethereal lighting"
https://image.lexica.art/sm2/a0d2ad0d-9ac7-4a16-9169-0303841f69e6,"Draw 2 characters. 
The fiirst chatarcter is DameliL a short, cute, skinny anime small girl with dark hair and brown eyes. She is wearing a pajama. Show with big, sparkling eyes. 
The second character is a cute cat called Fluffy. Fluffy is a tiny black and white kitty with short hair and looks a bit like panda itself.  
Dameli is standing in the kitchen and putting food into the bowl for Fluffy. Fluffy is on the kitchen chair reaching for the table.  Make them in anime  chibi style"
https://image.lexica.art/sm2/9fd42a1a-9f1b-45b5-b0f0-97216085d3ef,mushrooms and flowers ernst haeckel maria sibylla merian
https://image.lexica.art/sm2/21b098bd-0410-44ed-adc9-a7ca431f728f,"mechanical android flower by, earnst haeckel, james jean. generative art, baroque, intricate patterns, fractalism, movie still, photorealistic, vibrant peacock feathers, intricate, elegant, highly detailed, digital painting, artstation, smooth, sharp focus, illustration, outrun, vaporware"
https://image.lexica.art/sm2/8ea996f5-eccc-422f-80ae-7120e2497397,"Cute and adorable cartoon, it clown, baby, fantasy, dreamlike, surrealism, super cute, trending on artstation"
https://image.lexica.art/sm2/0f5b8b64-790b-46d0-950c-5db98cec253d,"prototype solar powered android robot, clean, blue sky, cinematic render video game"
https://image.lexica.art/sm2/f8f262ca-70d5-4a6a-8ef9-1a04512129a8,"Vintage 90's anime style environmental wide shot of a chaotic arcade at night; a woman wearing streetwear playing an arcade game; by Hajime Sorayama, Greg Tocchini, Virgil Finlay, sci-fi. line art. Environmental arcade art."
https://image.lexica.art/sm2/5a01e006-99e6-4c66-b346-400481ccfa59,femme blanche futuriste 4k réaliste fusionner avec un arbre futuriste robotique 2023
https://image.lexica.art/sm2/cb8c55b3-bb85-4eb1-8f98-d0a01d15d905,"Stunning Lavish apartment interior design, marble floor, High ceilings, High glass windows, art deco, photorealistic, cinematic lighting"
https://image.lexica.art/sm2/f746807c-420a-458f-b5b0-24f529b71231,"an android man gives a bouquet of flowers to a beautiful human woman, in the cyberpunk style, an android man in love and a human woman, extremely detailed painting, beautiful glowing, centered, symmetry, painted, intricate, volumetric lighting, beautiful, sharp focus, ultra detailed, in the style of dan mumford and marc simonetti, astrophotography"
https://image.lexica.art/sm2/a2270ae4-7b4a-4467-a1bb-de1b7512b9a2,"Portrait painting of a cybernetic grey werewolf with power armor, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and alphonse mucha"
https://image.lexica.art/sm2/a86a8ed9-3ad8-47cc-82b8-54e587a66f09,"mutant spider man, full body, background with buildings falling down and on fire, with lots of lights, background rich in details, ultra realistic, ultra detailed, high rendering, RTX, 8k"
https://image.lexica.art/sm2/e492ed6c-9a8b-4f30-9467-c13a76163f13,"stylish haute couture outfit in the style of 90's vintage anime, surrealism, akira style. detailed line art. fine details. inside a space ship."
https://image.lexica.art/sm2/05187c8b-04df-499c-894c-1028d2fb5fd7,"An extremley cute fluffy bunny entrapped in an ornamented tea cup, fantasy, soft turquoise, flowers, butterflies, inpaint nice fantasy background"
https://image.lexica.art/sm2/a9aaa2c5-a78c-498d-8c09-8019126e6742,"a carved overgrown statue of keanu reeves as a skelleton, robot, extremly detailed digital painting, art deco, vibrant colors, steampunk, in the style of tomasz alen kopera and fenghua zhong and peter mohrbacher, art nouveau, mystical colors, rim light, beautiful lighting, 8 k, stunning scene, raytracing, octane, trending on artstation"
https://image.lexica.art/sm2/3710f5db-cfb0-45e2-ab92-5556e3240bca,luminescent neon A cute adorable baby phoenix made of crystal with low poly eye's highly detailed intricated concept art trending artstation 8k
https://image.lexica.art/sm2/61d5197d-dfee-4b43-9b2d-7638c5971e6c,"""Picnic in Dolores Park San Francisco"" by Syd Mead, stunning detail, muted tones, high resolution"
https://image.lexica.art/sm2/0bca708b-8e7c-4cb5-a104-64e2c8fc804f,An anthropomorphic bear in a Colombian police suit and black glasses
https://image.lexica.art/sm2/13c21682-7ff0-4bb8-b83d-ee703b4c95e2,little farmer pig character
https://image.lexica.art/sm2/7de3dd5b-e384-4113-b324-40b36d85509e,ancient greek gods in roman colosseum
https://image.lexica.art/sm2/07cfe915-5c4c-470c-851f-91f9d9a4e7a1,"Stunning Lavish apartment interior design, marble floor, High ceilings, High glass windows, art deco, photorealistic, cinematic lighting, very chaotic"
https://image.lexica.art/sm2/92feff76-f985-4324-ace3-44333d9b323d,"muted suits, midriff ties, barely-there draping, pops of saturated colors of aesthetic digital printed textile  fashionable mood of beauty elegant create one aesthetic woman model"
https://image.lexica.art/sm2/5df15bc2-e3a3-4d67-92e0-0c780432cfcd,"fury of god, Angry face bearded Old Testament God, windy hands, stoic, humanity caos, fire from hands is ( ( with arms half lifted toward us ) ). light dust, magnificent, hyperdetailed, theatrical, fantasy, art by joseph leyendecker, peter mohrbacher, ivan aivazovsky, ruan jia, reza afshar, marc simonetti, alphonse mucha"
https://image.lexica.art/sm2/38cd7850-0942-4c0d-8bf8-3c82ea4e5ef9,"9 tailed fox, aggressive looking, wild, brutal, centered, empty background, high detail, anime style, 2d, line art, black white and orange"
https://image.lexica.art/sm2/70bc2554-103f-48a9-8a1e-c994d32b8d34,Cute Capybara wearing a suit sitting in the London Underground
https://image.lexica.art/sm2/76f2a720-e3aa-4d9d-a7b0-01f9bbfb57bd,"cute ghost, purple, black background, , professional, artstation, black gradient, trending, , high contrast,"
https://image.lexica.art/sm2/9e257ec6-61f8-4ffd-b00e-1bbfec46e62b,"magic space ape inside cosmic cyberpunk city radiating a glowing aura stuff loot legends stylized digital illustration video game icon artstation lois van baarle, ilya kuvshinov, rossdraws,"
https://image.lexica.art/sm2/eade3751-cb53-4e62-b850-2925f56e6939,"cute ghost, purple, black background, , professional, artstation, black gradient, trending, , high contrast,"
https://image.lexica.art/sm2/a5eab775-7c0f-458f-af2c-5538bafa5797,"Kermit the Frog doing deadlifts at a luxury gym, portra 400, gym shot"
https://image.lexica.art/sm2/69e28f41-d362-4f69-b402-b406fa3a0280,"An astronaut in a garden on a spring day, by martine johanna and simon stalenhag and chie yoshii and casey weldon and wlop : : ornate, dynamic, particulate, rich colors, intricate, elegant, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus, 8 k, octane render"
https://image.lexica.art/sm2/deac75d5-f545-4123-9065-218b0c483a45,"maximalist chaotic stunning japan, illustrated by Hergé, style of tin tin comics, pen and ink. Vintage 90's anime style;"
https://image.lexica.art/sm2/2f1b34e8-8610-42a3-b19b-4fe6646b4c8a,Chubby cute plastic alien penguin with glowing eyes in space
https://image.lexica.art/sm2/1054b762-2b80-4a10-82cc-c109bb76d67f,"ultra retrofuturistX-treme GN64 motorcycle Designed by (((( isamu noguchi))))+simon stalenhag,style of laurie greasley, studio ghibli, akira toriyama, james illeard, genshin impact,  8k resoultion,hyper realstic ,  dieter rams , teenage engineering,detailed render. smooth cam de leon eric zener dramatic, mark ryden and pixar and hayao miyazaki, An extremely complex and advanced chassis, natural dirt and debris detail, scuffs"
https://image.lexica.art/sm2/86a92c3d-499e-4056-8f3e-59ca9da0051e,"Cute and adorable cartoon it baby, fantasy, dreamlike, surrealism, hyper cute, trending on artstation"
https://image.lexica.art/sm2/495b9d16-5710-4554-8f49-c0dd4cc5ef96,peacock full color painting
https://image.lexica.art/sm2/b585b429-e623-48d7-b4c9-c434019ce253,"An 8k resolution matte painting of a ghetto in futuristic heaven with vibrant flowers and a magical space gate made of gold, by greg rutkowski and beeple. neon"
https://image.lexica.art/sm2/220888c6-262c-4140-b983-8c8939f5e3b4,"a black and white drawing of an astronaut, an ambient occlusion render by ESAO, cgsociety, space art, sci-fi, chillwave, ue5"
https://image.lexica.art/sm2/dee660be-42eb-4506-8937-c2a9c94bd0b7,"abstract 1998 european blond hiphop girl by sachin teng x supreme, attractive, stylish, designer, green, asymmetrical, geometric shapes, graffiti, street art"
https://image.lexica.art/sm2/366ca8e3-9fa8-4667-a888-ca5a997bac43,Scarlett johansson lying desk one arm robotic cables plugin her cyberpunk human
https://image.lexica.art/sm2/490e6e61-2142-4744-81fc-5d11ba6a35c8,"knight warrior helmet skyrim mask elder scrolls v nordic armor bethesda adam adamowicz illustration character design concept, unreal 5, daz, hyperrealistic, octane render, cosplay, rpg portrait, dynamic lighting, intricate detail, harvest fall vibrancy, cinematic volume inner glowing aura global illumination ray tracing hdr"
https://image.lexica.art/sm2/4ee56817-791e-41d4-b212-66107ce97678,"Illustarted  art of a boy and a girl,, playing hide and seeek, cute pixar characters, 4k, artstation"
https://image.lexica.art/sm2/6940f1fc-96d0-49c8-8767-960f1cf6bb4c,"Vintage 90's anime style environmental wise shot. cluttered 7/11 interior; a woman wearing streetwear; by Hajime Sorayama, Greg Tocchini, Virgil Finlay, sci-fi, colors, neon lights. line art. Environmental art."
https://image.lexica.art/sm2/9a5c026c-3ac8-4529-9c6a-29b6c3f3e8f9,"highly detailed portrait of a small, adorable robot with round, expressive eyes and a friendly smile. It has a cheerful, bright color scheme, with a mix of pastel blues, pinks, and purples, standing with its arms crossed holding a toy sword, surrounded by a swirling vortex of energy. The background is a colorful, cartoon-like landscape, with fluffy clouds and a rainbow. The background is a stark, metallic landscape, with a futuristic cityscape visible in the distance. by atey ghailan, by eduard hopper, by greg tocchini, by james gilleard, grunge aesthetic graffiti"
https://image.lexica.art/sm2/404b73a1-edef-4b8f-b1d2-5f8178c8ae74,a man made of leaf rakes wears a sweater and has boxing gloves on
https://image.lexica.art/sm2/8ab75d7b-066e-428d-b94e-5bdf7c8f770a,"Spiderman a business suit sitting in the London Underground, wide angle shot and laughing"
https://image.lexica.art/sm2/19ed8a15-adba-4414-a61a-2e1a9ae58176,"A cinematic composition depicting solarpunk tribe is peacefully collaborating with their android robot helpers, octane render, hyperrealistic, by edward hopper"
https://image.lexica.art/sm2/0f8dcddd-d8c2-449d-b09b-478d39f86c6d,"Remy from Pixar's ""Ratatouille"" holding a fork"
https://image.lexica.art/sm2/046aec77-50be-4b07-abc0-3c7483fa4f6e,"white tensor infront of a colorful explosion of paint on a black background, a digital painting, inspired by Sam Spratt, trending on behance, abstract art, 3 d epic illustrations, artwork of a phoenix, 3 d render beeple, a beautiful artwork illustration, hd, unreal, rtx, reflection, depth of field, dark lambertian black background, F1.4"
https://image.lexica.art/sm2/a6500c29-41cc-4c4f-9b8c-82c40cac0a5d,"highly detailed beautiful organic molding, art nouveau,  sharp focus, dynamic lighting, elegant harmony, beauty, masterpiece , only oni mask, cyberpunk, white and black, 2d"
https://image.lexica.art/sm2/22465887-f5e0-480f-a111-d2228e3be0b4,Mads Mikkelsen as a Human Fighter in the style of a Baldurs Gate character portrait
https://image.lexica.art/sm2/839b8ca0-c319-4bc3-aa6b-0ab5e6660442,A rabbit in a Chinese coat
https://image.lexica.art/sm2/a8e8eee8-1bcd-4edd-b5c4-8ee6809daf8f,"architecture drawing, renzo piano, diagram, technical drawing, mixed media"
https://image.lexica.art/sm2/20b547e4-9790-43d8-bbf0-a7ce8369b537,"An astronaut laying down in a bed of millions of vibrant, colorful flowers and plants, photoshoot"
https://image.lexica.art/sm2/40061bd5-ed90-4165-b724-faa200dd3347,"An 8k resolution matte painting of a ghetto in futuristic heaven with vibrant flowers and a magical space gate made of gold, by greg rutkowski and beeple. neon"
https://image.lexica.art/sm2/d534c59b-70de-4613-b480-0a9e5683a1dd,"An unbelievably obese George Washington, eating a large cake being served by the impoverished, uneducated proletariat of the modern USA."
https://image.lexica.art/sm2/51d25146-34b0-4fb5-8cbf-1c78681c1272,"half alien half woman queen , portrair"
https://image.lexica.art/sm2/58ede2f5-94b4-49f8-8a68-cde95b879879,"symmetry product render poster vivid colors divine proportion shoes, ice and snow, glowing fog intricate, elegant, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration,"
https://image.lexica.art/sm2/5f534943-1488-4bcd-8f08-078347f10986,"A stunning interpretation of nike sexy sports shoe sneakers, made of chrom, advertsiement, solarpunk, highly detailed and intricate, golden ratio, very colorful, hypermaximalist, ornate, luxury, dripping with melting black"
https://image.lexica.art/sm2/4cbbe0be-a079-4a78-8335-e98ab6ab4fd9,"A black, white and orange tabaxi monk wrapped in cloth"
https://image.lexica.art/sm2/c4f72ae0-d7f6-42a1-ad80-56ebddf7b5af,pixel art of top-down style house interior
https://image.lexica.art/sm2/31896f10-2684-4eb2-bbac-b08f84317e03,90´s vintage style bored astronaut with sunglasses floating in gravity.
https://image.lexica.art/sm2/730db1e7-1f28-4ef1-a3bd-7b0b1008c40e,"hyper realistic pikachu baby left in the woods,weird,otherworldly, real, vintage photograph,film set, 85mm lens, f/2.8 aperture"
https://image.lexica.art/sm2/187bcc75-e7ee-4633-bead-a7713b8a026c,Human iguana hybrid reading newspaper in rio with no arms or legs
https://image.lexica.art/sm2/a6226baf-b13f-4d91-b17f-2d961af7835a,male Pokemon trainer in techwear clothes by Ken Sugimori
https://image.lexica.art/sm2/391e9d4b-1f0c-4fe6-a547-1e42afb8d68a,"beautiful post card with river cruise on the Thames, 8k, modern, concept design"
https://image.lexica.art/sm2/d3ae3c05-6bcd-4f8a-8fdc-afb3cd56d4a6,"A robot made from Modular synthesizers.  in the style of 90's vintage anime, surrealism, akira. anime line art."
https://image.lexica.art/sm2/75354990-bdaf-4e80-871d-875c15fa311b,"wide angle shot of Beautiful fantasy throne room made from white stone and bright copper, noblemen, white marble, god rays, epic cityscape, fantasy art, octane render, unreal engine, very realistic, sharp focus, by jordan grimmer and greg rutkowski, trending artstation, pixiv, digital art, photorealistic"
https://image.lexica.art/sm2/9fff0627-62b8-4f37-b039-7b7b49dc335d,"Robot destroyed to pieces with glowing yelow visor as a realistic scifi cyberpunk knight, medium shot, intricate,unreal engine, cozy indoor lighting, artstation, detailed, digital painting,cinematic,character design by mark ryden and pixar and hayao miyazaki, unreal 5, daz, hyperrealistic, octane render"
https://image.lexica.art/sm2/677f83aa-a5f1-4773-8eec-e6f167b9a382,"simon stalenhag,8k resoultion,hyper realstic , motorcycle,car. spaceship"
https://image.lexica.art/sm2/72642050-a32e-4b10-aab6-e3feb39de390,"highly detailed portrait of halo, sunglasses, blue eyes, tartan scarf, white hair by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, gradient yellow, black, brown and magenta color scheme, grunge aesthetic!!! graffiti tag wall background"
https://image.lexica.art/sm2/1eb3f707-9d4e-42cc-a452-3401f7ff13cc,"distopic future, alien space ship above the sky, earth as a pos-apocalyptic paradise, a half human half vulcan girl with pointy ears at the center o the image looking at the sky, cinematic"
https://image.lexica.art/sm2/ede5c7fe-9560-4126-85b2-3046552726af,"Symmetry product render poster vivid colors classical proportion car, glowing fog intricate, elegant, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration"
https://image.lexica.art/sm2/be6d874d-9ba5-43bf-8ce1-b6c2df5261ea,"Cute and adorable minion waving and smiling greeting me, unreal engine, cozy interior lighting, art station, detailed digital painting, cinematic, character design by mark ryden and pixar and hayao miyazaki, unreal 5, daz, hyper realistic, rendering octane"
https://image.lexica.art/sm2/3fd00246-1808-45ab-8cb2-d1750d30cb41,"a feather with painting on it with a pastel aesthetic, studio ghibli, white background, character design, fantasy, 8 k resolution"
https://image.lexica.art/sm2/e6ac43d8-b6be-4406-aa5f-c19a11739bc7,pixel art of Lombard Street in San Francisco. lots of people. 3d pixel art 4k wallpaper. incredible pixel art details. flowers. unreal engine pixel art.
https://image.lexica.art/sm2/defe840c-bc52-4bd4-9625-4cb52e537483,"Highly detailed portrait of an astronaut. vintage style with a bright and cheerful color scheme, vivid pink hair, featuring a mix of pastel blues, pinks, and purples, standing with his arms folded, surrounded by a swirl of energy. The background is a colorful cartoon landscape, with fluffy clouds and a rainbow. The background is a stark, metallic landscape, with a futuristic cityscape visible in the distance. by atey ghailan, by eduard hopper, by greg tocchini, by james gilleard, grunge aesthetic graffiti"
https://image.lexica.art/sm2/e39e4363-7ed8-47e3-a4d9-fb82480df02d,"1980s product catalog photograph for a stylish wearable computer, SONY special edition collection, attractive female model"
https://image.lexica.art/sm2/1ba9b5bd-631b-4997-8889-c9a0b8ddc843,"Nethkhadar the lord of night, warhammer fantasy, tim burton, hr geiger, purple, cosmos"
https://image.lexica.art/sm2/7005a184-a466-4af9-ae1b-c30360561bfe,"alberto seveso art, dancing sillhouette of a woman , water ink, ink water, ink cloud, alberto seveso art, loose painting style, intricate detail, cinematic lighting, octane render, 8k render, volumetric lighting, liquide painting, dark , horns demon oni , flame fire"
https://image.lexica.art/sm2/51c224e4-d7c8-4ea9-b73b-c3106ade0d93,"anime style, best quality, solo, casual clothes, jean, star shaped pupils, chocker, luna shaped earrings, (colorful white hair)), red eyes, neck length hair, colorful pupils, star shaped eye highlight, (hair over one eye), dark night sky , amazing night sky, park, big smile, oversized jacket, cool, chill, star shaped iris, good anatomy, highly detailed, fit, white sweat jacket with hoodie,
splash, colorful paint, colorful streaked hair, 1girl, ((face focus, zoom to the face, zoom, depth of field, glowing eye, star in eyes, multi colored eyes)), shiny eyes, blonde hair, double bun, eyelashes, close-up, lips, lipstick, long smile, freckles, woman, small details, ultra detailed, close fists, c cup, black tank top, tattoo, keychain, (intricate details, volumetric lighting, cinematic lighting, masterpiece, award-winning, macro vivid colors, photorealistic, moody, rule of thirds, majestic, detailed, portrait, elegant, realistic shadow), looking at viewer, underwater, wet surface, beach, cities street, beautiful clouds, colorful, oil painting, realistic lighting, masterpiece"
https://image.lexica.art/sm2/80edae74-7fe1-4883-9e6e-a5bc1a332d81,"still from studio ghibli movie'alone in san francisco'; 8 k ; very detailed, focused, colorful, antoine pierre mongin, trending on artstation ;"
https://image.lexica.art/sm2/2fb9b225-4968-48f8-b9ff-d0977694c8f4,"cartoon family doing shopping, white background, cartoon blender 3D"
https://image.lexica.art/sm2/a982aa2c-5395-469f-8e99-d4d1542a0d1e,"New Year greeting card for the New Year 2023! A Christmas tree decorated with shiny Christmas toys and garlands. Underneath it are a variety of gifts sea, realism, smooth, trending on artstation, high quality, beautiful. Fun. Part vinage, part realism, part futurism.  8 k resolution, hyper detailed, d & d, character design, digital painting, trending on artstation, sharp focus, illustration, art by artgerm, viktoria gavrilenko, steve zheng, terry rogers"
https://image.lexica.art/sm2/acd138b2-cfe1-4ea5-ab72-da7ac146101c,"""Woman starship captain in command of starship cockpit control center, lots of controls"" by Syd Mead, cold color palette, muted colors, detailed, 8k"
https://image.lexica.art/sm2/7f835b02-a4db-4809-b5d9-245961faeb58,"A massive space ship, looks like a f-22 raptor, outer space, scifi, turrets, planet in background, ion engines, antigravity, single ship, abandoned in space, damaged, scared, desolate, less round has angular elements"
https://image.lexica.art/sm2/396ac779-d066-4e62-85b2-c9403eed0e38,"Futuristic international orange gameboy console.  highly detailed digital art masterpiece,. Detailed render. sleek. Slim. Minimalism. Stunning design."
https://image.lexica.art/sm2/ecd0875a-894c-4b50-8787-2d83d7f5219d,cute cat morning sunshine flowers
https://image.lexica.art/sm2/a89c13b1-6261-487b-9af9-2edbf4425efd,peacock watercolor lily's
https://image.lexica.art/sm2/80035cf7-840d-49ca-9b97-96e4fa63d461,"An astronaut in a rose garden on a spring day, by martine johanna and simon stalenhag and chie yoshii and casey weldon and wlop : : ornate, dynamic, particulate, rich colors, intricate, elegant, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus, 8 k, octane render,"
https://image.lexica.art/sm2/00684692-31d0-42b7-83d9-d1d478c2d709,"hyperrealistic neo - rococo solarpunk aesthetic minimal gameboy console.  highly detailed digital art masterpiece, smooth cam de leon eric zener dramatic pearlescent soft light, ground angle hd 8 k, sharp focus"
https://image.lexica.art/sm2/7ea3850c-06fb-4cb0-95b4-ff12afdf9a29,"vintage personal handheld computer device, 1990s, retro mini computer, c4d render, vaporwave aesthetic, product photography,"
https://image.lexica.art/sm2/c994a09b-4d37-43cc-a4d7-8ef135e7828a,".Your thoughts become your reality cloud, sky, and sun in the background, palms, see. renaissance aesthetic, Star trek aesthetic, pastel colors aesthetic, intricate fashion clothing, highly detailed, surrealistic, digital painting, concept art, sharp focus, illustration, unreal engine art by artgerm and Greg Rutkowski"
https://image.lexica.art/sm2/fa801432-6575-4dcb-8ea9-aa97630f5921,"(((masterpiece))),best quality, illustration,(beautiful detailed girl),beautiful detailed glow,detailed ice,beautiful detailed water,(beautiful detailed eyes),expressionless,(floating palaces),azure hair,disheveled hair,long bangs, hairs between eyes,(skyblue dress),black ribbon,white bowties,midriff,{{{half closed eyes}}},big forhead,blank stare,flower,large top sleeves"
https://image.lexica.art/sm2/59288cc2-c432-4c67-be73-eabb59a06ac1,"Architectural digest photo of a maximalist bathroom living room with lots of flowers and plants, golden light, award winning masterpiece with incredible details big windows, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus, 8 k, octane render"
https://image.lexica.art/sm2/d94d4d3e-4b60-4d49-ae3f-766761661ef4,"techno magic robot, with a small stylish gold signature on metal, surrounded by techy glowing glitch magic, intersting composition, casette futurism, d & d, sketchy lines and brushstrokes, no blur, 4 k resolution, ultra detailed, style of greg rutkowski, zac retz, kawase hasui, beeple, eddie mendoza, alphonse mucha,"
https://image.lexica.art/sm2/7f3a5776-ee82-46be-8ee6-dcfcc81a798b,"hal 9000, 8k"
https://image.lexica.art/sm2/1e974bc9-6528-4048-bcb8-aad55dd713dc,"kawaii style baby, fantasy, magical, mystical, unusual, black and white, wavey lines, realistic line art drawing, coloring book page , no noise, crisp thick lines, outline art, centred image, isolated on a white background --v 4 --ar 2:3"
https://image.lexica.art/sm2/b78c2591-02c9-41e0-96b4-4b8352afbb9c,In the style of 90's vintage. anime art of a delicious meal. Detailed art. Fine line art 90’s vintage anime
https://image.lexica.art/sm2/3834927c-796b-4a99-bab7-0104caaaf4ed,"Cute and adorable cartoon, it muñequito 
, baby, juguetes, dreamlike, surrealism, super cute, trending on artstation"
https://image.lexica.art/sm2/b17df9dc-3610-42d5-a7d4-e91fbea2df9a,"Videogame screengrab by Yoshitaka Amano, a cinematic image of a couple kissing in the rain, highly detailed, dynamic, synthwave city, vaporwave, purple hue, style of David Finch"
